address,city,latitude,longitude,name,postalCode,province,reviews.date,reviews.rating,reviews.text,reviews.title,reviews.userCity,reviews.userProvince,emotion
315 SE Olympia Dr,Vancouver,45.619212,-122.525196,Hampton Inn Suites PortlandVancouver,98684,WA,2016-05-03T00:00:00Z,5.0,"The staff is very friendly and helpful. The rooms are large and nicely furnished. Feels new, as if we were the first to stay there. Actually it is more opulent than I require. The free breakfast was good with sufficient choices including fresh fruit salad, eggs, bacon, bagels and pastries and more. It was a great location for our purpose:... More",I loved our stay here,,,joy
315 SE Olympia Dr,Vancouver,45.619212,-122.525196,Hampton Inn Suites PortlandVancouver,98684,WA,2016-01-30T00:00:00Z,5.0,"Very friendly staff, great free breakfast items each morning, room and facilities very clean, staff superb! We had a problem with the heating system in our room and they had someone fix it within minutes! Would highly recommend this location/hotel.",Hampton Inn - Vancouver WA,Antioch,,joy
315 SE Olympia Dr,Vancouver,45.619212,-122.525196,Hampton Inn Suites PortlandVancouver,98684,WA,2016-03-11T00:00:00Z,5.0,"Upon arriving I see modern yet elegant decor which is pleasing to the eye. The front staff are very friendly. The room was clean including details, I'm talking no dust,no hair in bathroom-shower or beds which I tend to find in other hotels. Kudos to housekeeping. Sheets were crisp,beds were comfortable especially since this is a newer hotel. Breakfast in... More",Perfection,Portland,,joy
315 SE Olympia Dr,Vancouver,45.619212,-122.525196,Hampton Inn Suites PortlandVancouver,98684,WA,2016-06-21T00:00:00Z,5.0,This is a nice hotel with great staff. I have young children and the entire staff from the front desk staff to the breakfast staff were there to help us. This was our first visit to the Portland area and we plan to go back later this summer. We will stay at this hotel when we return.,Good hotel. Worth checking out.,Port Orchard,WA,joy
315 SE Olympia Dr,Vancouver,45.619212,-122.525196,Hampton Inn Suites PortlandVancouver,98684,WA,2016-06-21T00:00:00Z,5.0,"Beautiful property and every staff member I encountered (front desk, housekeeping, breakfast hosts and GM) provided beyond excellent customer service! It's also conveniently located near restaurants, grocery stores starbucks and is a short drive to the freeways. I will definitely be back!",Excellent!,San Diego,CA,joy
106 W 12th St,Kansas City,39.100119,-94.584701,Hotel Phillips,64105,MO,2015-09-14T00:00:00Z,4.0,Old hotel with many remaining architectural charms and most modern amenities. The staff is exceptional: friendly and very accommodating. Has a little bit of the wear tear around the edges associated with an historic building but remarkably clean. Passed the allergy test.,Very pleased,,,joy
106 W 12th St,Kansas City,39.100119,-94.584701,Hotel Phillips,64105,MO,2015-11-26T00:00:00Z,5.0,Very comfortable room. Our son came and they had a couch that they pulled out into a queen size bed. Free wifi and bottled water. This hotel was built back in the 20's and the decor is fabulous. A very neat hotel.,Excellent Stay,,,joy
106 W 12th St,Kansas City,39.100119,-94.584701,Hotel Phillips,64105,MO,2016-01-30T00:00:00Z,3.0,Stayed here for second time recently. Gorgeous lobby. Friendly staff. Good free shuttle service. Our room this time was disappointing. King bed in too small space so that one side did not even have a lamp. Also the heating/cooling unit was right next to the bed and very noisy so we turned it off. Luckily it was not needed. Room... More,Beautiful lobby but rooms need help,,,sadness
106 W 12th St,Kansas City,39.100119,-94.584701,Hotel Phillips,64105,MO,2015-12-13T00:00:00Z,5.0,"My husband and I always try to stay at the Hotel Phillips when we are in Kansas City. It is our favorite hotel and we have stayed at many. I feel at home there and the staff has always been exceptional, although we are not particularly demanding guests. Over the years we have probably spent at least 20 nights there.... More",Hotel's 1920s charm and elegance remain fresh,Wichita,KS,joy
106 W 12th St,Kansas City,39.100119,-94.584701,Hotel Phillips,64105,MO,2015-09-07T00:00:00Z,4.0,"Just stayed one night but very happy. Nice, comfortable top floor room. Staff could not have been more helpful. Great location right by the Power Light district. Be prepared to pay for valet parking. Price of this was Offset though by free wine and cheese reception.",Excellent stay,Chicago,IL,joy
10611 Standing Stone Rd,Huntingdon,40.527478,-77.969763,The Inn at Solvang,16652,PA,2015-05-03T00:00:00Z,5.0,"Everything was sold out in State College for Garth's concerts and the Inn came up as available...what an amazing find!! I'll be making the drive now each visit, just to stay there! The Inn is wonderfully decorated and I so enjoyed browsing all the books. Breakfast was amazing each morning. Thank you Stephanie and team!!","Thank you, Garth Brooks!",Istanbul,,joy
102 Valley Dr,Perry,32.471878,-83.745217,Econolodge,31069,GA,2016-02-08T00:00:00Z,5.0,I work here in Perry about 6 days out of the week. The People here are very friendly and willing to make your stay better. The hotel is great for my simple needs as I'm away from home. The rooms and hallways smell very clean each time I enter and leave. I will continue my business here for sure.,Extended stay,Columbus,GA,joy
12 4th St,San Francisco,37.785211,-122.40579,Hotel Zelos,94103,CA,2016-05-02T00:00:00Z,5.0,"The hotel is just one of many that are on this new trend of firmer pillows and mattresses. This is the third hotel I have stayed in the last few months that have had firmer vs softer mattresses in their rooms. Aside from the bed The room was well appointed, comfortable and really The bonus Those super plushy and comfy robes in the closet. I miss a good hotel robe and this one had one!! Another little thing I loved was the spa water and coffee service in the lobby. High quality coffee and the New York Times Count me in! The maid service was friendly, attentive, and I even got a little note. Would totally stay again.","Convenient, cute and moderately comfrotable",,,joy
12 4th St,San Francisco,37.785211,-122.40579,Hotel Zelos,94103,CA,2016-05-13T00:00:00Z,4.0,"excellent location near convention center. friendly, willing staff. not a true luxury hotel in terms of the room I received, but a comfortable clean room, I didn't really need any more than that. After all you're here to visit San Francisco, not the hotel.",Perfectly fine hotel for a visit to SF,,,neutral
12 4th St,San Francisco,37.785211,-122.40579,Hotel Zelos,94103,CA,2016-07-07T00:00:00Z,5.0,"Hotel Zelos was a great place to stay in San Francisco. The staff is definitely the highlight of the hotel. The hotel itself is great: clean, well decorated, etc, but the people who work there were very helpful and friendly. The location is great being right next to the Powell BART station but the neighborhood is under construction. This obviously isn't the fault of the hotel and won't impact your stay. We couldn't hear any of the construction, but it makes it a little more difficult to get around. Overall, I definitely recommend Hotel Zelos!",Great Staff!,,,joy
12 4th St,San Francisco,37.785211,-122.40579,Hotel Zelos,94103,CA,2016-10-06T00:00:00Z,3.0,"Pros: the location is awesome, the room size is great, the bathroom is nice also with a nice tub. Bad: the style and furniture starts to get really old, no breakfast despite the high price, the price is high, nothing exeptionnal... We were 4 people and so 4 reservations. Unfortunately one was missing. It was 1am so very bad surprise.... More","Not so good, not so bad",Hong Kong,,surprise
998 W Landis Ave,Vineland,39.487449,-75.044475,EconoLodge,8360,NJ,2012-08-30T00:00:00Z,1.0,After getting the bait and switch I decided I'd rather stay anywhere else. I'm sure I wasnt missing much as it looks like project style crack house apartments. The front desk (old middle eastern lady) was extremely rude and up charged me 50 when I got there! I travel and stay in hotels 250 days/ year and trust me this... More,DO NOT stay here!!!!!!!!!!!,,,anger
998 W Landis Ave,Vineland,39.487449,-75.044475,EconoLodge,8360,NJ,2012-07-17T00:00:00Z,1.0,"We had no choice but to stay here when a tornado hit the area and most of Vineland was without power. They charged us 190 for one night, wouldn't accept my AAA card and after leaving, we found out, we had been charged for 4 cats (which we don't own) and for another person. It was only my husband and... More",Filthy hotel and crooked people who own it!,Vineland,,anger
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2018-01-05T00:00:00.000Z,4.0,"Hotel is in the perfect spot at the perfect price with the not so perfect view. Expedia rep said that it was facing the water and in a way it was but at a 45 degree angel past the parking lot and a few other obstructions. You have to stretch your neck at the furthest corner of the window to gain a peak. But it was still good though. The room sleeps like nobody's business. Once your head hits the pillows its light out. What I did not like was the front desk personnel. They really did not like there job and it showed. No eye contact, no smiles, no small talk, and what really disturbed me was at check in when I was told to sign this that's how it was put. I was like what is it Just sign - its nothing. Sir What am I signing. Oh if you have a party and smoke we can charge you 250.00(eyes still on monitor). Well sir. Tell me that. Next. Came back later that night to get snacks out of the cupboard. Over priced but I expected that but the person at the front desk was lifeless and didn't not even give me a total. She just says. Its charged to your room and kept staring at her monitor(again the monitor). WOW. But what makes up for some of the small inconsistencies is that fact that the water is in walking distance. The Ferris wheel is right there and Gaylord Hotel is right across the street. Good energy in the area and great spots to eat(Redstone) . Cant wait to visit again. Thanks for the snacks!",THE DC TRIP,,,anger
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2014-08-25T00:00:00.000Z,5.0,Excellent experience. Will come again and book stay in the future,Nice location,,,joy
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2009-01-07T00:00:00.000Z,2.0,"heat in room did not work properly, tv remote was broken excessive noise",Hampton Inn,,,anger
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2016-01-19T00:00:00.000Z,5.0,"Even though we were having problems, i.e. Feather allergy, Flat tire, key not working...the front desk personell were always gracious and helpful.",Gracious and helpful staff,,,joy
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2011-02-08T00:00:00.000Z,4.0,"Brand new hotel in brand new retail area on the water. Easy to access off the beltway. Friendly staff, clean rooms, comfortable beds. Only complaint is that the full offering of the Hampton Inn breakfast was not available at the two times we came down (at 7am and 9am on a Saturday). The food at 9am had been in the bin too long. Still more choices than the continental breakfast at other places, including make-you-own waffles and yummy egg burritos. The fee for parking in the community garage was free with room key and even included a convenient room key drop upon final exit. Pool but no hot tub.","beautiful, convenient location",,,neutral
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2014-12-19T00:00:00.000Z,5.0,It was a great stay,great!!!!!!,,,joy
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2017-07-08T00:00:00.000Z,4.0,"My sister came into town so we decided to go to The National Harbor for a night. Checking in, the hotel staff was very pleasant. Parking is in a garage behind the hotel, for 18. Our room was clean with nice views. The bed was very comfortable. We were able to walk comfortably to the harbor and sightsee. There are also restaurants and bars within walking distance. Breakfast was great, with canadian bacon and sausage patty meat options. There was also a waffle station, eggs, potatoes, fruit, yogurt, cereal, muffins, and other pastries. Checkout was a breeze, and the front desk staff again, was very pleasant. I very much enjoyed my stay and I will definitely return!",Awesome Stay,,,joy
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2014-07-18T00:00:00.000Z,5.0,Free breakfast! Attentive staff Fantastic location,Reasonable price for exceptional hotel,,,joy
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2014-03-28T00:00:00.000Z,5.0,"Excellent experience. Due to a mix-up on my part with the online travel service it was set up as a king rather than two queen beds, for two guys. I immediately called at the time and Hampton said they would make a note that a room with two queens was needed. When i got there, they didn't have a 2-queen room so they put me up in another king room (and my buddy stayed in the original room) at NO additional expense, and I moved to a 2-queen room the next day. That is awesome, customer-oriented service.",Excellent!,,,joy
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2011-07-28T00:00:00.000Z,5.0,The room was really big and clean. The staff was great. The hotel offers free breakfast that was really good ( not the usual crappy free breakfast) The only thing I didn't like about the room was that the air conditioner was regulated a motion sensor. We happened to be staying here on one of the hottest days of the year. The unit only stays on if the motion censor registers a person being in the room. Upon arriving the room was hot. It took about 20 mins for it to cool off. Also the AC cut off during the night when we fell asleep (No movement). I woke up in a pool of sweat and had to get up a walk around periodically to keep the AC going. That really sucked..,Great Room,,,anger
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2010-09-11T00:00:00.000Z,4.0,THE LOCATION OF THE HOTEL WAS OUTSTANDING. BUT THERE IS AND ADDITIONAL COST FOR PARKING JUST KEEP THAT IN MIND . IF YOU PAY FOR PARKING AT THE TIME YOU CHECK - IN BE SURE TO HAVE IT OUT BEFORE 1 PM THE NEXT DAY,GREAT LOCATION,,,neutral
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2016-10-08T00:00:00.000Z,4.0,"was too quick, but very nice area",great stay,,,joy
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2013-11-25T00:00:00.000Z,4.0,"clean, good area, very kind crew, easy to park",Best,,,joy
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2014-04-21T00:00:00.000Z,4.0,We had a great overnight trip to the National Harbor near DC. All of the sites and entertainment were within walking distance!,Easter Get Away,,,joy
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2014-04-27T00:00:00.000Z,5.0,I loved my stay VIP service all the way. I didn't want to leave. I can honestly say I will visit again. I give it 5 stars,Hampton inn,,,joy
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2013-06-21T00:00:00.000Z,5.0,"The only problem I have was their sensorize INNCOM thermostat for air conditioning unit to start-up. If there are not movement inside the room, it will not kick in..... sucks!! the trick is, you have to keep moving while sleeping to keep the AC running (LOL)....",Overall it was good but AC sucks!!,,,anger
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2013-08-20T00:00:00.000Z,5.0,"Convenient and comfortable. Staff is great, breakfast and WiFi is a bonus.",Extremely comfortable,,,joy
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2015-02-13T00:00:00.000Z,3.0,I was really disappointed with the TV service. Very few channels and poor quality.,TV sucks,,,anger
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2013-06-24T00:00:00.000Z,5.0,"Awesome, Overall",Will definately stay there again,,,joy
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2014-04-04T00:00:00.000Z,5.0,Better with more extras like breakfast. Preferred place to sleep for conference.,Great conference stay,,,joy
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2016-04-03T00:00:00.000Z,4.0,Very good experience. Staff was great. Enjoyed my times especially after my previous fiasco at that other hotel.,Nice,,,joy
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2013-12-23T00:00:00.000Z,5.0,"The hotel is located near all the attractions on the Harbor. We were provided more than we expected. There was parking right across the street restaurants within 5 minute walking distance and most of all hot and cold continental breakfast in the morning and hot coffee and tea available all day in the lobby. The rooms were very comfortable. I slept just like I was at home. Oh, I can't forget the staff: they were on their job with an attitude of excellence!",More than Expected,,,surprise
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2012-04-02T00:00:00.000Z,5.0,"Repeat trip to this hotel for national conference attendance. Provides a quality stay, business center kept me in touch and great value for limited travel budget.",Conference stay,,,joy
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2012-02-07T00:00:00.000Z,5.0,I can't comment on the breakfast because we slept through it but everything else was excellent! I dont know why anyone would pay twice the price to stay at the Gaylord. 5 stars all the way!,Amazing!,,,joy
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2015-03-15T00:00:00.000Z,5.0,Our room was a bit small. There was no microwave in the room. Location was more for couples than for family. The room itself And service were excellent.,Happy in Texas.,,,joy
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2011-02-17T00:00:00.000Z,5.0,"This hotel is a peach. The staff are friendly, the hot breakfast filling and the rooms are immaculate. This should be a poster child for how to run a hotel.","Great staff, great breakfast, great experience",,,joy
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2013-07-09T00:00:00.000Z,5.0,"Hampton Inn never disappoints. Always an affordable, clean hotel with attentive and friendly staff. The breakfast is always a plus too. Also, the National Harbor is a nice area full of shops and dining choices and seems to be a family friendly hangout destination for locals.",Great hotel,,,joy
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2011-03-01T00:00:00.000Z,4.0,I stayed here with some friends for a convention. It was a good room and the free breakfast was nice.,Good hotel,,,neutral
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2012-04-12T00:00:00.000Z,5.0,"The hotel offers comfortable, somewhat elegant rooms but I suppose I was more impressed with the personnel and the warmth you get interacting with them. But for my phone call bills which seemed a bit high, my stay overall was great.",Affordable premium lodging,,,joy
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2014-04-21T00:00:00.000Z,5.0,"We were there for 3 nights and used it as a staging area for sightseeing in DC and Baltimore. It's a nice, new hotel with reasonable rates. The staff was great with our kids, who had a blast at the pool and the 24/7 snack bar. The continental breakfast was great, but they should consider expanding their hours or at least allowing guests to finish the food that is out at 10, because every morning the food was taken away promptly at 10:00 even though the area was packed with guests still trying to get breakfast. Parking was 13/day and right across the street, which is quite reasonable for the DC area.","Friendly staff, large clean room.",,,joy
250 Waterfront St,Oxon Hill,38.782134,-77.015018,Hampton Inn Suites National HarborAlexandria Area,20745,MD,2012-07-10T00:00:00.000Z,4.0,"Reasonable rates with free breakfast and right in front of Gaylord National Resort worked for me very well. The rooms have good size bathrooms and the air conditioning in the rooms was excellent. Parking is 11 per day and that is why I did not give it 5 stars. However, at National Harbor 11 is not bad especially when Gaylord charges double of it per day.",Good place to Stay,,,neutral
5300 Grand del Mar Ct,San Diego,32.938326,-117.197639,Fairmont Grand Del Mar,92130,CA,2015-11-13T00:00:00Z,5.0,"We hosted our annual Client Event at The Grand Del Mar and it was excellent!! The service, property, rooms, restaurants, and GOLF absolutely magnificent. Our conference managers were a gem, great service! Thank you for making an important event run so smoothly.",Hosted Client Event,New Rochelle,NY,joy
5300 Grand del Mar Ct,San Diego,32.938326,-117.197639,Fairmont Grand Del Mar,92130,CA,2016-03-11T00:00:00Z,5.0,"We enjoyed every minute of our stay in this breathtaking luxurious resort. The hotel is well kept and boasts caring and attending staff that do their best to make your stay memorable. The hotel offers great rooms, amenities and activities for all ages. I fell and fractured my hand on the last day of our stay (off property) and the... More",Splendid,Minneapolis,MN,joy
5300 Grand del Mar Ct,San Diego,32.938326,-117.197639,Fairmont Grand Del Mar,92130,CA,2014-12-15T06:00:00Z,5.0,"We arrived here very tired after 24 hours of travel and airports and from the moment we arrived we felt like royalty. We dined a Amaya multiple times (please see separate review). The room was stunning and more than we could ever expect, nothing was to little for the staff and they all seemed genuinely friendly even down to the... More",Perfect start to the honeymoon,,,joy
5300 Grand del Mar Ct,San Diego,32.938326,-117.197639,Fairmont Grand Del Mar,92130,CA,2015-11-27T00:00:00Z,5.0,"Stayed here for Thanksgiving and had the best experience. Before we arrived they asked my three year old little boy's name and when we arrived they had the most adorable kids travel pillow and personalized cookie waiting for him. They had children's games on the lawn right outside our bottom floor room, 105, and he had his face painted for... More",Best hotel in the country!,San Diego,CA,joy
5300 Grand del Mar Ct,San Diego,32.938326,-117.197639,Fairmont Grand Del Mar,92130,CA,2015-12-26T00:00:00Z,5.0,"This exquisite property located in the penasquitos canyon of North County is a spectacular retreat. In a setting resembling a Mediterranean villa, the hotel is truly grand, with spacious rooms, several dining options and cozy sitting areas to relax and soak up the well appointed spaces and beautifully manicured grounds. The resort amenities include golf, tennis, heated pools and a... More",Truly a grand experience,Washington DC,,joy
5300 Grand del Mar Ct,San Diego,32.938326,-117.197639,Fairmont Grand Del Mar,92130,CA,2015-03-25T05:00:00Z,5.0,"Five of the last six years, our company has hosted our annual meeting at the Grand Del Mar (and we regret not having it six out of six years). The GdM may be the top place to stay in the US, thus my recommendation is in the title of the review. The GdM is not inexpensive, but it is worth... More",You MUST stay here,,,joy
5300 Grand del Mar Ct,San Diego,32.938326,-117.197639,Fairmont Grand Del Mar,92130,CA,2015-04-30T05:00:00Z,4.0,We drove down for a weekend getaway and to celebrate a special birthday. Our infant son accompanied us. The room was nice but the bathroom was fabulous. We appreciated the separate large shower from the tub and the private toilet. I wasn't as much of a fan of the closet being inside the bathroom as it was a trip to... More,A nice getaway for a price,,,joy
5300 Grand del Mar Ct,San Diego,32.938326,-117.197639,Fairmont Grand Del Mar,92130,CA,2015-10-09T00:00:00Z,5.0,This resort is GORGEOUS!! Check in was perfect our room wasnt ready (we were there early) so they took my phone number while we had drinks by the pool and in 20 mins or so our room was ready! The next day we had spa appts and the receptionist heard it was our honeymoon trip so after our massages we... More,Amazing Experience,Mundelein,IL,joy
5300 Grand del Mar Ct,San Diego,32.938326,-117.197639,Fairmont Grand Del Mar,92130,CA,2015-01-04T06:00:00Z,5.0,The resort and staff are wonderful. The hotel is very nice and the groups are beautiful. The location is secluded so you need a rental car or to book the house car in advance. The concierge staff has not been to most of the spots so use trip advisor to help find the right places.,Wonderful quiet resort,,,joy
5300 Grand del Mar Ct,San Diego,32.938326,-117.197639,Fairmont Grand Del Mar,92130,CA,2014-10-30T05:00:00Z,4.0,"This is a very, very, very good hotel. My expectations were high because of the reviews I had read and it didn't quite meet my expectations. I know I'm knit-picking but while the abundance of fresh flower petals in my room were very nice I would gladly have traded them for a room service breakfast with hot coffee, hot ham... More",It Almost Lives Up To Its Rating,,,surprise
5300 Grand del Mar Ct,San Diego,32.938326,-117.197639,Fairmont Grand Del Mar,92130,CA,2015-10-13T00:00:00Z,5.0,"Expensive Yes. Service Above the norm! Nickel and dime you on the small stuff Nope! (one of my pet peeves if you are going to stay at a hotel of this caliber) This property gives you 5 star service. Forgot your work out clothes Let the staff know your size. Need some feminine products, be there in 5 minutes. The... More",Its hard to improve on perfection.,New Braunfels,TX,joy
5300 Grand del Mar Ct,San Diego,32.938326,-117.197639,Fairmont Grand Del Mar,92130,CA,2015-11-07T00:00:00Z,5.0,"If you don't mind staying out of town, the Fairmont Grand Del Mar is a top quality choice for San Diego located about 25 minutes north of the airport. It is a large traditional colonial property, with a beautiful golf course on the west side of the grounds, ample parking, equestrian facilities and a good spa (which has the best... More",Top choice for San Diego,,,joy
5300 Grand del Mar Ct,San Diego,32.938326,-117.197639,Fairmont Grand Del Mar,92130,CA,2016-10-10T00:00:00Z,5.0,"This property is absolutely pristine. The grounds are perfectly maintained, the rooms are luxurious with exquisite detail and the hotel in general is just a site to see. The location is great if you want to be away from the city and in a quiet area with gorgeous views of the hills (but close enough to to drive to Del... More",Stunning Hotel for 30th Birthday,Dallas,TX,joy
5300 Grand del Mar Ct,San Diego,32.938326,-117.197639,Fairmont Grand Del Mar,92130,CA,2014-09-30T05:00:00Z,5.0,"I love The Grand Del Mar in Del Mar California. This might have been my 6th time there. It is the only hotel in the area that i will stay at. It is truly a 5 star property. The staff is professional and very attentive. The rooms are very spacious, with marble bathrooms and separate shower and soaking tub. The... More",Top Notch Hotel in SoCal,,,joy
5300 Grand del Mar Ct,San Diego,32.938326,-117.197639,Fairmont Grand Del Mar,92130,CA,2016-01-06T00:00:00Z,5.0,"We had a wonderful stay at the Fairmont! This is an excellent hotel, with great attention to detail including hotel grounds, architecture, amenities and staff. Service is first class and natural, you are made to feel very welcome. Great looking golf course, and plenty of other activities to enjoy such as walking, the pool, tennis. Or just relax in the... More",San Diego Fairmont Excellence,Auckland Region,,joy
5300 Grand del Mar Ct,San Diego,32.938326,-117.197639,Fairmont Grand Del Mar,92130,CA,2014-10-20T05:00:00Z,5.0,"To date, this takes the prize. It did not overwhelm me but I was, over the four days I stayed, consistently well served and impressed at the degree of detail that was maintained in every aspect of the experience. In the same way that the hotel service was a consistently delivered, high degree of service, without being over the top,... More",Best Hotel I have EVER stayed at,,,joy
